id,language,abbreviation,phrase
6dd23f8ea05e0a00fc03b90724267359,Czech,CZ,Toto je jen testovací věta
6dd23f8ea05e0a00fc03b90724267359,Russian,RU,Eto vsego lish probnoye predlozheniye
d144d699fa66e460b924268fe4f55003,English,EN,This is just a test sentence
d144d699fa66e460b924268fe4f55003,Italian,IT,Questa è solo una frase di prova
d144d699fa66e460b924268fe4f55003,German,DE,Das ist nur ein Testsatz
f697438c477bdf0099a7961b39948a16,English,EN,This is just a test sentence
f697438c477bdf0099a7961b39948a16,Italian,IT,Questa è solo una frase di prova
f697438c477bdf0099a7961b39948a16,German,DE,Das ist nur ein Testsatz
8fe9e97bfecf80c7e2458b4cd388110b,English,EN,This is just a test sentence
8fe9e97bfecf80c7e2458b4cd388110b,Italian,IT,Questa è solo una frase di prova
8fe9e97bfecf80c7e2458b4cd388110b,German,DE,Das ist nur ein Testsatz
8fe9e97bfecf80c7e2458b4cd388110b,Spanish,ES,Esto es solo una oración de prueba
8fe9e97bfecf80c7e2458b4cd388110b,French,FR,Ceci est juste une phrase de test
8fe9e97bfecf80c7e2458b4cd388110b,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
263795257a33fb28d1fbb8ca814aeef0,English,EN,This is just a test sentence
263795257a33fb28d1fbb8ca814aeef0,Italian,IT,Questa è solo una frase di prova
263795257a33fb28d1fbb8ca814aeef0,German,DE,Das ist nur ein Testsatz
263795257a33fb28d1fbb8ca814aeef0,Spanish,ES,Esto es solo una oración de prueba
263795257a33fb28d1fbb8ca814aeef0,French,FR,Ceci est juste une phrase de test
db4d42a49f8543eb393cb9ec81e3d3da,English,EN,This is just a test sentence
db4d42a49f8543eb393cb9ec81e3d3da,Italian,IT,Questa è solo una frase di prova
db4d42a49f8543eb393cb9ec81e3d3da,German,DE,Das ist nur ein Testsatz
db4d42a49f8543eb393cb9ec81e3d3da,Spanish,ES,Esto es solo una oración de prueba
db4d42a49f8543eb393cb9ec81e3d3da,French,FR,Ceci est juste une phrase de test
db4d42a49f8543eb393cb9ec81e3d3da,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
0b99a6c8e88270f708ba7e04e28295f7,English,EN,This is just a test sentence
0b99a6c8e88270f708ba7e04e28295f7,Italian,IT,Questa è solo una frase di prova
0b99a6c8e88270f708ba7e04e28295f7,German,DE,Das ist nur ein Testsatz
0b99a6c8e88270f708ba7e04e28295f7,Spanish,ES,Esto es solo una oración de prueba
0b99a6c8e88270f708ba7e04e28295f7,French,FR,Ceci est juste une phrase de test
0b99a6c8e88270f708ba7e04e28295f7,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
f953f79ac7dc6d8af58707cfee6af60c,English,EN,This is just a test sentence
f953f79ac7dc6d8af58707cfee6af60c,Italian,IT,Questa è solo una frase di prova
f953f79ac7dc6d8af58707cfee6af60c,German,DE,Das ist nur ein Testsatz
f953f79ac7dc6d8af58707cfee6af60c,Spanish,ES,Esto es solo una oración de prueba
f953f79ac7dc6d8af58707cfee6af60c,French,FR,Ceci est juste une phrase de test
f953f79ac7dc6d8af58707cfee6af60c,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
f953f79ac7dc6d8af58707cfee6af60c,Czech,CZ,Toto je jen testovací věta
983a69105c398079f3105c455152d66e,English,EN,This is just a test sentence
983a69105c398079f3105c455152d66e,Italian,IT,Questa è solo una frase di prova
983a69105c398079f3105c455152d66e,German,DE,Das ist nur ein Testsatz
983a69105c398079f3105c455152d66e,Spanish,ES,Esto es solo una oración de prueba
15cf3b4f8e4fa056a17a42e60e0f6ef9,English,EN,This is just a test sentence
15cf3b4f8e4fa056a17a42e60e0f6ef9,Italian,IT,Questa è solo una frase di prova
15cf3b4f8e4fa056a17a42e60e0f6ef9,German,DE,Das ist nur ein Testsatz
15cf3b4f8e4fa056a17a42e60e0f6ef9,Spanish,ES,Esto es solo una oración de prueba
15cf3b4f8e4fa056a17a42e60e0f6ef9,French,FR,Ceci est juste une phrase de test
15cf3b4f8e4fa056a17a42e60e0f6ef9,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
15cf3b4f8e4fa056a17a42e60e0f6ef9,Czech,CZ,Toto je jen testovací věta
15cf3b4f8e4fa056a17a42e60e0f6ef9,Russian,RU,Eto vsego lish probnoye predlozheniye
373c64beb2d40ea00cde820b9893e7de,English,EN,This is just a test sentence
373c64beb2d40ea00cde820b9893e7de,Italian,IT,Questa è solo una frase di prova
373c64beb2d40ea00cde820b9893e7de,German,DE,Das ist nur ein Testsatz
373c64beb2d40ea00cde820b9893e7de,Spanish,ES,Esto es solo una oración de prueba
f5950f445690ca953fdcc1fb8d77eab8,English,EN,This is just a test sentence
f5950f445690ca953fdcc1fb8d77eab8,Italian,IT,Questa è solo una frase di prova
f5950f445690ca953fdcc1fb8d77eab8,German,DE,Das ist nur ein Testsatz
f5950f445690ca953fdcc1fb8d77eab8,Spanish,ES,Esto es solo una oración de prueba
f5950f445690ca953fdcc1fb8d77eab8,French,FR,Ceci est juste une phrase de test
af59de6c826c41b2d03ae2413306c938,English,EN,This is just a test sentence
af59de6c826c41b2d03ae2413306c938,Italian,IT,Questa è solo una frase di prova
af59de6c826c41b2d03ae2413306c938,German,DE,Das ist nur ein Testsatz
af59de6c826c41b2d03ae2413306c938,Spanish,ES,Esto es solo una oración de prueba
af59de6c826c41b2d03ae2413306c938,French,FR,Ceci est juste une phrase de test
af59de6c826c41b2d03ae2413306c938,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
af59de6c826c41b2d03ae2413306c938,Czech,CZ,Toto je jen testovací věta
af59de6c826c41b2d03ae2413306c938,Russian,RU,Eto vsego lish probnoye predlozheniye
4dc169ad93ffd98f766f8aa237ecb074,English,EN,This is just a test sentence
4dc169ad93ffd98f766f8aa237ecb074,Italian,IT,Questa è solo una frase di prova
4dc169ad93ffd98f766f8aa237ecb074,German,DE,Das ist nur ein Testsatz
4dc169ad93ffd98f766f8aa237ecb074,Spanish,ES,Esto es solo una oración de prueba
bd81c12d8f4531e9bb5e67ed9adc5ff2,English,EN,This is just a test sentence
bd81c12d8f4531e9bb5e67ed9adc5ff2,Italian,IT,Questa è solo una frase di prova
bd81c12d8f4531e9bb5e67ed9adc5ff2,German,DE,Das ist nur ein Testsatz
bd81c12d8f4531e9bb5e67ed9adc5ff2,Spanish,ES,Esto es solo una oración de prueba
bd81c12d8f4531e9bb5e67ed9adc5ff2,French,FR,Ceci est juste une phrase de test
bd81c12d8f4531e9bb5e67ed9adc5ff2,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
bd81c12d8f4531e9bb5e67ed9adc5ff2,Czech,CZ,Toto je jen testovací věta
f67b263e58adf43be9e9032a702b92a4,English,EN,This is just a test sentence
f67b263e58adf43be9e9032a702b92a4,Italian,IT,Questa è solo una frase di prova
f67b263e58adf43be9e9032a702b92a4,German,DE,Das ist nur ein Testsatz
f67b263e58adf43be9e9032a702b92a4,Spanish,ES,Esto es solo una oración de prueba
f67b263e58adf43be9e9032a702b92a4,French,FR,Ceci est juste une phrase de test
f67b263e58adf43be9e9032a702b92a4,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
f67b263e58adf43be9e9032a702b92a4,Czech,CZ,Toto je jen testovací věta
f67b263e58adf43be9e9032a702b92a4,Russian,RU,Eto vsego lish probnoye predlozheniye
9997c28d30bd37c79458c0cb18330263,English,EN,This is just a test sentence
9997c28d30bd37c79458c0cb18330263,Italian,IT,Questa è solo una frase di prova
9997c28d30bd37c79458c0cb18330263,German,DE,Das ist nur ein Testsatz
9997c28d30bd37c79458c0cb18330263,Spanish,ES,Esto es solo una oración de prueba
9997c28d30bd37c79458c0cb18330263,French,FR,Ceci est juste une phrase de test
9997c28d30bd37c79458c0cb18330263,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
9997c28d30bd37c79458c0cb18330263,Czech,CZ,Toto je jen testovací věta
9997c28d30bd37c79458c0cb18330263,Russian,RU,Eto vsego lish probnoye predlozheniye
385adda847735cd5278e3e1cbe933b0e,English,EN,This is just a test sentence
385adda847735cd5278e3e1cbe933b0e,Italian,IT,Questa è solo una frase di prova
385adda847735cd5278e3e1cbe933b0e,German,DE,Das ist nur ein Testsatz
385adda847735cd5278e3e1cbe933b0e,Spanish,ES,Esto es solo una oración de prueba
385adda847735cd5278e3e1cbe933b0e,French,FR,Ceci est juste une phrase de test
385adda847735cd5278e3e1cbe933b0e,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
3e430468ac8e01aa37f9284661691e04,English,EN,This is just a test sentence
3e430468ac8e01aa37f9284661691e04,Italian,IT,Questa è solo una frase di prova
3e430468ac8e01aa37f9284661691e04,German,DE,Das ist nur ein Testsatz
3e430468ac8e01aa37f9284661691e04,Spanish,ES,Esto es solo una oración de prueba
3e430468ac8e01aa37f9284661691e04,French,FR,Ceci est juste une phrase de test
3e430468ac8e01aa37f9284661691e04,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
3e430468ac8e01aa37f9284661691e04,Czech,CZ,Toto je jen testovací věta
3e430468ac8e01aa37f9284661691e04,Russian,RU,Eto vsego lish probnoye predlozheniye
8451876bdc95378652ead421a2c9cd07,English,EN,This is just a test sentence
8451876bdc95378652ead421a2c9cd07,Italian,IT,Questa è solo una frase di prova
8451876bdc95378652ead421a2c9cd07,German,DE,Das ist nur ein Testsatz
a46253079771f667c9432f866534374f,English,EN,This is just a test sentence
a46253079771f667c9432f866534374f,Italian,IT,Questa è solo una frase di prova
a46253079771f667c9432f866534374f,German,DE,Das ist nur ein Testsatz
a46253079771f667c9432f866534374f,Spanish,ES,Esto es solo una oración de prueba
a1fd2adcfbd234f8dab20c57ed1519f5,English,EN,This is just a test sentence
a1fd2adcfbd234f8dab20c57ed1519f5,Italian,IT,Questa è solo una frase di prova
a1fd2adcfbd234f8dab20c57ed1519f5,German,DE,Das ist nur ein Testsatz
a1fd2adcfbd234f8dab20c57ed1519f5,Spanish,ES,Esto es solo una oración de prueba
a1fd2adcfbd234f8dab20c57ed1519f5,French,FR,Ceci est juste une phrase de test
a1fd2adcfbd234f8dab20c57ed1519f5,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
a1fd2adcfbd234f8dab20c57ed1519f5,Czech,CZ,Toto je jen testovací věta
cf29a11df53bd587520980bd3a466ed1,English,EN,This is just a test sentence
cf29a11df53bd587520980bd3a466ed1,Italian,IT,Questa è solo una frase di prova
cf29a11df53bd587520980bd3a466ed1,German,DE,Das ist nur ein Testsatz
cf29a11df53bd587520980bd3a466ed1,Spanish,ES,Esto es solo una oración de prueba
cf29a11df53bd587520980bd3a466ed1,French,FR,Ceci est juste une phrase de test
cf29a11df53bd587520980bd3a466ed1,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
cf29a11df53bd587520980bd3a466ed1,Czech,CZ,Toto je jen testovací věta
cf29a11df53bd587520980bd3a466ed1,Russian,RU,Eto vsego lish probnoye predlozheniye
e24ea8a488987a70c81d7b66fc9367eb,English,EN,This is just a test sentence
e24ea8a488987a70c81d7b66fc9367eb,Italian,IT,Questa è solo una frase di prova
e24ea8a488987a70c81d7b66fc9367eb,German,DE,Das ist nur ein Testsatz
e24ea8a488987a70c81d7b66fc9367eb,Spanish,ES,Esto es solo una oración de prueba
e24ea8a488987a70c81d7b66fc9367eb,French,FR,Ceci est juste une phrase de test
e24ea8a488987a70c81d7b66fc9367eb,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
e24ea8a488987a70c81d7b66fc9367eb,Czech,CZ,Toto je jen testovací věta
e24ea8a488987a70c81d7b66fc9367eb,Russian,RU,Eto vsego lish probnoye predlozheniye
5b2129ee6abd28f954a157d4925bd144,English,EN,This is just a test sentence
5b2129ee6abd28f954a157d4925bd144,Italian,IT,Questa è solo una frase di prova
5b2129ee6abd28f954a157d4925bd144,German,DE,Das ist nur ein Testsatz
5b2129ee6abd28f954a157d4925bd144,Spanish,ES,Esto es solo una oración de prueba
5b2129ee6abd28f954a157d4925bd144,French,FR,Ceci est juste une phrase de test
5b2129ee6abd28f954a157d4925bd144,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
5b2129ee6abd28f954a157d4925bd144,Czech,CZ,Toto je jen testovací věta
5b2129ee6abd28f954a157d4925bd144,Russian,RU,Eto vsego lish probnoye predlozheniye
0b1f37c673811ec8c699c5556c262193,English,EN,This is just a test sentence
0b1f37c673811ec8c699c5556c262193,Italian,IT,Questa è solo una frase di prova
0b1f37c673811ec8c699c5556c262193,German,DE,Das ist nur ein Testsatz
0b1f37c673811ec8c699c5556c262193,Spanish,ES,Esto es solo una oración de prueba
aebf2037f780baf51230a59db2940a0e,English,EN,This is just a test sentence
aebf2037f780baf51230a59db2940a0e,Italian,IT,Questa è solo una frase di prova
aebf2037f780baf51230a59db2940a0e,German,DE,Das ist nur ein Testsatz
aebf2037f780baf51230a59db2940a0e,Spanish,ES,Esto es solo una oración de prueba
aebf2037f780baf51230a59db2940a0e,French,FR,Ceci est juste une phrase de test
fc7e034529bbea816687c41a598927e0,English,EN,This is just a test sentence
fc7e034529bbea816687c41a598927e0,Italian,IT,Questa è solo una frase di prova
fc7e034529bbea816687c41a598927e0,German,DE,Das ist nur ein Testsatz
fc7e034529bbea816687c41a598927e0,Spanish,ES,Esto es solo una oración de prueba
b22076c67d017ad76778695b5bc66edb,English,EN,This is just a test sentence
b22076c67d017ad76778695b5bc66edb,Italian,IT,Questa è solo una frase di prova
b22076c67d017ad76778695b5bc66edb,German,DE,Das ist nur ein Testsatz
b22076c67d017ad76778695b5bc66edb,Spanish,ES,Esto es solo una oración de prueba
b22076c67d017ad76778695b5bc66edb,French,FR,Ceci est juste une phrase de test
b22076c67d017ad76778695b5bc66edb,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
b22076c67d017ad76778695b5bc66edb,Czech,CZ,Toto je jen testovací věta
b22076c67d017ad76778695b5bc66edb,Russian,RU,Eto vsego lish probnoye predlozheniye
c0d280d12873124e7d1f15a104ec0454,English,EN,This is just a test sentence
c0d280d12873124e7d1f15a104ec0454,Italian,IT,Questa è solo una frase di prova
c0d280d12873124e7d1f15a104ec0454,German,DE,Das ist nur ein Testsatz
c0d280d12873124e7d1f15a104ec0454,Spanish,ES,Esto es solo una oración de prueba
c0d280d12873124e7d1f15a104ec0454,French,FR,Ceci est juste une phrase de test
c0d280d12873124e7d1f15a104ec0454,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
c0d280d12873124e7d1f15a104ec0454,Czech,CZ,Toto je jen testovací věta
c0d280d12873124e7d1f15a104ec0454,Russian,RU,Eto vsego lish probnoye predlozheniye
f4c74f0eea5d25b133fe719a7da724e5,English,EN,This is just a test sentence
f4c74f0eea5d25b133fe719a7da724e5,Italian,IT,Questa è solo una frase di prova
f4c74f0eea5d25b133fe719a7da724e5,German,DE,Das ist nur ein Testsatz
f4c74f0eea5d25b133fe719a7da724e5,Spanish,ES,Esto es solo una oración de prueba
f4c74f0eea5d25b133fe719a7da724e5,French,FR,Ceci est juste une phrase de test
f4c74f0eea5d25b133fe719a7da724e5,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
f4c74f0eea5d25b133fe719a7da724e5,Czech,CZ,Toto je jen testovací věta
e08fbd542f31682155b66dcf17953f45,English,EN,This is just a test sentence
e08fbd542f31682155b66dcf17953f45,Italian,IT,Questa è solo una frase di prova
e08fbd542f31682155b66dcf17953f45,German,DE,Das ist nur ein Testsatz
e08fbd542f31682155b66dcf17953f45,Spanish,ES,Esto es solo una oración de prueba
e08fbd542f31682155b66dcf17953f45,French,FR,Ceci est juste une phrase de test
e08fbd542f31682155b66dcf17953f45,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
e08fbd542f31682155b66dcf17953f45,Czech,CZ,Toto je jen testovací věta
e08fbd542f31682155b66dcf17953f45,Russian,RU,Eto vsego lish probnoye predlozheniye
86612338e456c08ea8e8c0ebc08e4745,English,EN,This is just a test sentence
86612338e456c08ea8e8c0ebc08e4745,Italian,IT,Questa è solo una frase di prova
86612338e456c08ea8e8c0ebc08e4745,German,DE,Das ist nur ein Testsatz
338e9e80af87367e173d7595471ef166,English,EN,This is just a test sentence
338e9e80af87367e173d7595471ef166,Italian,IT,Questa è solo una frase di prova
338e9e80af87367e173d7595471ef166,German,DE,Das ist nur ein Testsatz
338e9e80af87367e173d7595471ef166,Spanish,ES,Esto es solo una oración de prueba
338e9e80af87367e173d7595471ef166,French,FR,Ceci est juste une phrase de test
338e9e80af87367e173d7595471ef166,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
338e9e80af87367e173d7595471ef166,Czech,CZ,Toto je jen testovací věta
338e9e80af87367e173d7595471ef166,Russian,RU,Eto vsego lish probnoye predlozheniye
54662d06483c07bd21da87a7f5421809,English,EN,This is just a test sentence
54662d06483c07bd21da87a7f5421809,Italian,IT,Questa è solo una frase di prova
54662d06483c07bd21da87a7f5421809,German,DE,Das ist nur ein Testsatz
54662d06483c07bd21da87a7f5421809,Spanish,ES,Esto es solo una oración de prueba
54662d06483c07bd21da87a7f5421809,French,FR,Ceci est juste une phrase de test
54662d06483c07bd21da87a7f5421809,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
8f6f5b78fba32dc067ecd0b7fd8c493e,English,EN,This is just a test sentence
8f6f5b78fba32dc067ecd0b7fd8c493e,Italian,IT,Questa è solo una frase di prova
8f6f5b78fba32dc067ecd0b7fd8c493e,German,DE,Das ist nur ein Testsatz
8f6f5b78fba32dc067ecd0b7fd8c493e,Spanish,ES,Esto es solo una oración de prueba
8f6f5b78fba32dc067ecd0b7fd8c493e,French,FR,Ceci est juste une phrase de test
8f6f5b78fba32dc067ecd0b7fd8c493e,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
8f6f5b78fba32dc067ecd0b7fd8c493e,Czech,CZ,Toto je jen testovací věta
8f6f5b78fba32dc067ecd0b7fd8c493e,Russian,RU,Eto vsego lish probnoye predlozheniye
20a242791f3f49c39fc35f730a440b57,English,EN,This is just a test sentence
20a242791f3f49c39fc35f730a440b57,Italian,IT,Questa è solo una frase di prova
20a242791f3f49c39fc35f730a440b57,German,DE,Das ist nur ein Testsatz
20a242791f3f49c39fc35f730a440b57,Spanish,ES,Esto es solo una oración de prueba
20a242791f3f49c39fc35f730a440b57,French,FR,Ceci est juste une phrase de test
20a242791f3f49c39fc35f730a440b57,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
20a242791f3f49c39fc35f730a440b57,Czech,CZ,Toto je jen testovací věta
9542b55449a28df3c8cd7d44866a5c58,English,EN,This is just a test sentence
9542b55449a28df3c8cd7d44866a5c58,Italian,IT,Questa è solo una frase di prova
9542b55449a28df3c8cd7d44866a5c58,German,DE,Das ist nur ein Testsatz
9542b55449a28df3c8cd7d44866a5c58,Spanish,ES,Esto es solo una oración de prueba
9542b55449a28df3c8cd7d44866a5c58,French,FR,Ceci est juste une phrase de test
9542b55449a28df3c8cd7d44866a5c58,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
9542b55449a28df3c8cd7d44866a5c58,Czech,CZ,Toto je jen testovací věta
69f758bea1303ac0661becac9d4f7901,English,EN,This is just a test sentence
69f758bea1303ac0661becac9d4f7901,Italian,IT,Questa è solo una frase di prova
69f758bea1303ac0661becac9d4f7901,German,DE,Das ist nur ein Testsatz
69f758bea1303ac0661becac9d4f7901,Spanish,ES,Esto es solo una oración de prueba
69f758bea1303ac0661becac9d4f7901,French,FR,Ceci est juste une phrase de test
69f758bea1303ac0661becac9d4f7901,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
9337e45d290883e4b5eb23bf21562376,English,EN,This is just a test sentence
9337e45d290883e4b5eb23bf21562376,Italian,IT,Questa è solo una frase di prova
9337e45d290883e4b5eb23bf21562376,German,DE,Das ist nur ein Testsatz
9337e45d290883e4b5eb23bf21562376,Spanish,ES,Esto es solo una oración de prueba
9337e45d290883e4b5eb23bf21562376,French,FR,Ceci est juste une phrase de test
9337e45d290883e4b5eb23bf21562376,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
9337e45d290883e4b5eb23bf21562376,Czech,CZ,Toto je jen testovací věta
9337e45d290883e4b5eb23bf21562376,Russian,RU,Eto vsego lish probnoye predlozheniye
340c3f91dacfae9b7e8c576eb363ff83,English,EN,This is just a test sentence
340c3f91dacfae9b7e8c576eb363ff83,Italian,IT,Questa è solo una frase di prova
340c3f91dacfae9b7e8c576eb363ff83,German,DE,Das ist nur ein Testsatz
340c3f91dacfae9b7e8c576eb363ff83,Spanish,ES,Esto es solo una oración de prueba
340c3f91dacfae9b7e8c576eb363ff83,French,FR,Ceci est juste une phrase de test
340c3f91dacfae9b7e8c576eb363ff83,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
62f7b593e751f93f113f8fc880c67e36,English,EN,This is just a test sentence
62f7b593e751f93f113f8fc880c67e36,Italian,IT,Questa è solo una frase di prova
62f7b593e751f93f113f8fc880c67e36,German,DE,Das ist nur ein Testsatz
62f7b593e751f93f113f8fc880c67e36,Spanish,ES,Esto es solo una oración de prueba
62f7b593e751f93f113f8fc880c67e36,French,FR,Ceci est juste une phrase de test
62f7b593e751f93f113f8fc880c67e36,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
62f7b593e751f93f113f8fc880c67e36,Czech,CZ,Toto je jen testovací věta
49be5d8b3fb340a98b499150169783ef,English,EN,This is just a test sentence
49be5d8b3fb340a98b499150169783ef,Italian,IT,Questa è solo una frase di prova
49be5d8b3fb340a98b499150169783ef,German,DE,Das ist nur ein Testsatz
49be5d8b3fb340a98b499150169783ef,Spanish,ES,Esto es solo una oración de prueba
d78e90d06932b53ae39a42660e302c83,English,EN,This is just a test sentence
d78e90d06932b53ae39a42660e302c83,Italian,IT,Questa è solo una frase di prova
d78e90d06932b53ae39a42660e302c83,German,DE,Das ist nur ein Testsatz
d78e90d06932b53ae39a42660e302c83,Spanish,ES,Esto es solo una oración de prueba
d78e90d06932b53ae39a42660e302c83,French,FR,Ceci est juste une phrase de test
d78e90d06932b53ae39a42660e302c83,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
d78e90d06932b53ae39a42660e302c83,Czech,CZ,Toto je jen testovací věta
d78e90d06932b53ae39a42660e302c83,Russian,RU,Eto vsego lish probnoye predlozheniye
9e2ca4b14ac1ade117ffcf84de3a7fbd,English,EN,This is just a test sentence
9e2ca4b14ac1ade117ffcf84de3a7fbd,Italian,IT,Questa è solo una frase di prova
9e2ca4b14ac1ade117ffcf84de3a7fbd,German,DE,Das ist nur ein Testsatz
9e2ca4b14ac1ade117ffcf84de3a7fbd,Spanish,ES,Esto es solo una oración de prueba
9e2ca4b14ac1ade117ffcf84de3a7fbd,French,FR,Ceci est juste une phrase de test
9e2ca4b14ac1ade117ffcf84de3a7fbd,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
9e2ca4b14ac1ade117ffcf84de3a7fbd,Czech,CZ,Toto je jen testovací věta
9e2ca4b14ac1ade117ffcf84de3a7fbd,Russian,RU,Eto vsego lish probnoye predlozheniye
7c9c81afe7ee584102ec8febac307138,English,EN,This is just a test sentence
7c9c81afe7ee584102ec8febac307138,Italian,IT,Questa è solo una frase di prova
7c9c81afe7ee584102ec8febac307138,German,DE,Das ist nur ein Testsatz
7c9c81afe7ee584102ec8febac307138,Spanish,ES,Esto es solo una oración de prueba
7c9c81afe7ee584102ec8febac307138,French,FR,Ceci est juste une phrase de test
7c9c81afe7ee584102ec8febac307138,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
7c9c81afe7ee584102ec8febac307138,Czech,CZ,Toto je jen testovací věta
7c9c81afe7ee584102ec8febac307138,Russian,RU,Eto vsego lish probnoye predlozheniye
7bbc3d40a0e4d31e393203131c021231,English,EN,This is just a test sentence
7bbc3d40a0e4d31e393203131c021231,Italian,IT,Questa è solo una frase di prova
7bbc3d40a0e4d31e393203131c021231,German,DE,Das ist nur ein Testsatz
7bbc3d40a0e4d31e393203131c021231,Spanish,ES,Esto es solo una oración de prueba
7bbc3d40a0e4d31e393203131c021231,French,FR,Ceci est juste une phrase de test
7bbc3d40a0e4d31e393203131c021231,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
7bbc3d40a0e4d31e393203131c021231,Czech,CZ,Toto je jen testovací věta
7bbc3d40a0e4d31e393203131c021231,Russian,RU,Eto vsego lish probnoye predlozheniye
fcd19c3db93dca98af216a3fb339631a,English,EN,This is just a test sentence
fcd19c3db93dca98af216a3fb339631a,Italian,IT,Questa è solo una frase di prova
fcd19c3db93dca98af216a3fb339631a,German,DE,Das ist nur ein Testsatz
fcd19c3db93dca98af216a3fb339631a,Spanish,ES,Esto es solo una oración de prueba
fcd19c3db93dca98af216a3fb339631a,French,FR,Ceci est juste une phrase de test
52cb61597688f31eb0b7c93c66314751,English,EN,This is just a test sentence
52cb61597688f31eb0b7c93c66314751,Italian,IT,Questa è solo una frase di prova
52cb61597688f31eb0b7c93c66314751,German,DE,Das ist nur ein Testsatz
52cb61597688f31eb0b7c93c66314751,Spanish,ES,Esto es solo una oración de prueba
52cb61597688f31eb0b7c93c66314751,French,FR,Ceci est juste une phrase de test
52cb61597688f31eb0b7c93c66314751,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
52cb61597688f31eb0b7c93c66314751,Czech,CZ,Toto je jen testovací věta
52cb61597688f31eb0b7c93c66314751,Russian,RU,Eto vsego lish probnoye predlozheniye
6c4ac072b9f0cc11832251e6ff4750d1,English,EN,This is just a test sentence
6c4ac072b9f0cc11832251e6ff4750d1,Italian,IT,Questa è solo una frase di prova
6c4ac072b9f0cc11832251e6ff4750d1,German,DE,Das ist nur ein Testsatz
6c4ac072b9f0cc11832251e6ff4750d1,Spanish,ES,Esto es solo una oración de prueba
6c4ac072b9f0cc11832251e6ff4750d1,French,FR,Ceci est juste une phrase de test
6c4ac072b9f0cc11832251e6ff4750d1,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
6c4ac072b9f0cc11832251e6ff4750d1,Czech,CZ,Toto je jen testovací věta
6c4ac072b9f0cc11832251e6ff4750d1,Russian,RU,Eto vsego lish probnoye predlozheniye
b1b0dd7e9dcec1b34c2125fe396e9140,English,EN,This is just a test sentence
b1b0dd7e9dcec1b34c2125fe396e9140,Italian,IT,Questa è solo una frase di prova
b1b0dd7e9dcec1b34c2125fe396e9140,German,DE,Das ist nur ein Testsatz
b1b0dd7e9dcec1b34c2125fe396e9140,Spanish,ES,Esto es solo una oración de prueba
b1b0dd7e9dcec1b34c2125fe396e9140,French,FR,Ceci est juste une phrase de test
b1b0dd7e9dcec1b34c2125fe396e9140,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
a8d48b6f59dbfa07ad4ffdd18abd1b6f,English,EN,This is just a test sentence
a8d48b6f59dbfa07ad4ffdd18abd1b6f,Italian,IT,Questa è solo una frase di prova
a8d48b6f59dbfa07ad4ffdd18abd1b6f,German,DE,Das ist nur ein Testsatz
a8d48b6f59dbfa07ad4ffdd18abd1b6f,Spanish,ES,Esto es solo una oración de prueba
a8d48b6f59dbfa07ad4ffdd18abd1b6f,French,FR,Ceci est juste une phrase de test
a8d48b6f59dbfa07ad4ffdd18abd1b6f,Chinese,ZH,Zhè zhǐshì yīgè cèshì yǔjù
a8d48b6f59dbfa07ad4ffdd18abd1b6f,Czech,CZ,Toto je jen testovací věta
3c372f1ebefc6c9a5d51cd92c5e1e931,English,EN,This is just a test sentence
